Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
1203,50,RM,50.0,6000,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,884,884,GasA,Ex,Y,SBrkr,884,464,0,1348,1,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1960.0,Unf,1,216,117000
1204,20,RL,75.0,9750,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1630,1630,GasA,Ex,Y,SBrkr,1630,0,0,1630,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2000.0,Unf,2,451,213000
1205,20,RL,78.0,10140,Pave,Reg,Lvl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,788,Unf,0,268,1056,GasA,Ex,Y,SBrkr,1074,0,0,1074,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1975.0,RFn,2,495,153500
1206,20,RL,90.0,14684,Pave,IR1,Lvl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158,GasA,Gd,Y,SBrkr,2196,0,0,2196,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,3,701,271900
1207,20,RH,,8900,Pave,Reg,Lvl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,0.0,TA,TA,CBlock,TA,TA,No,Rec,1056,Unf,0,0,1056,GasA,TA,Y,SBrkr,1056,0,0,1056,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1966.0,Unf,1,384,107000
1208,20,RL,70.0,9135,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340,Unf,0,1342,1682,GasA,Ex,Y,SBrkr,1700,0,0,1700,1,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2003.0,RFn,2,544,200000
1209,20,RL,70.0,7763,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504,BLQ,108,319,931,GasA,TA,Y,SBrkr,1283,0,0,1283,1,0,1,0,3,1,TA,6,Typ,0,,Detchd,1980.0,Unf,2,506,140000
1210,20,RL,85.0,10182,Pave,IR1,Lvl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,420.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220,Unf,0,440,1660,GasA,Ex,Y,SBrkr,1660,0,0,1660,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2,500,290000
1211,60,RL,70.0,11218,Pave,Reg,Lvl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1055,1055,GasA,Ex,Y,SBrkr,1055,790,0,1845,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2,462,189000
1212,50,RL,152.0,12134,Pave,IR1,Bnk,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,427,Unf,0,132,559,GasA,Gd,Y,SBrkr,1080,672,0,1752,0,0,2,0,4,1,TA,8,Typ,0,,Basment,1988.0,RFn,2,492,164000
1213,30,RL,50.0,9340,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,0.0,TA,TA,CBlock,TA,TA,No,Rec,344,Unf,0,328,672,GasA,TA,Y,SBrkr,672,0,0,672,1,0,1,0,2,1,TA,4,Typ,0,,Attchd,1941.0,Unf,1,234,113000
1214,80,RL,,10246,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648,Unf,0,0,648,GasA,Ex,Y,SBrkr,960,0,0,960,1,1,0,0,0,1,TA,3,Typ,0,,Attchd,1965.0,Unf,1,364,145000
1215,85,RL,69.0,10205,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,784,Unf,0,141,925,GasA,TA,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1962.0,Unf,1,300,134500
1216,20,RL,99.0,7094,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,0.0,TA,TA,CBlock,TA,TA,No,Rec,180,LwQ,374,340,894,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1966.0,RFn,1,384,125000
1217,90,RM,68.0,8930,Pave,Reg,Lvl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,0.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,TA,Y,SBrkr,1318,584,0,1902,0,0,2,0,4,2,TA,8,Typ,0,,Attchd,1978.0,Unf,2,539,112000
1218,20,FV,72.0,8640,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,72.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,936,Unf,0,364,1300,GasA,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2009.0,RFn,2,552,229456
1219,50,RM,52.0,6240,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,0.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,Gd,N,SBrkr,672,240,0,912,0,0,1,0,2,1,TA,3,Typ,0,,,,,0,0,80500
1220,160,RM,21.0,1680,Pave,Reg,Lvl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,236.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,672,GasA,TA,Y,SBrkr,672,546,0,1218,0,0,1,1,3,1,TA,7,Typ,0,,,,,0,0,91500
1221,20,RL,66.0,7800,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,0.0,TA,TA,CBlock,TA,TA,No,Rec,312,LwQ,600,0,912,GasA,TA,Y,SBrkr,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,,Attchd,1964.0,Unf,1,288,115000
1222,20,RL,55.0,8250,Pave,Reg,Lvl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,0.0,TA,TA,CBlock,TA,TA,No,BLQ,250,LwQ,492,210,952,GasA,Ex,Y,SBrkr,1211,0,0,1211,0,0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1968.0,Unf,1,322,134000
1223,50,RL,78.0,10496,Pave,Reg,Lvl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,196,Unf,0,844,1040,GasA,Ex,Y,SBrkr,1168,678,0,1846,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1949.0,Unf,1,315,143000
1224,20,RL,89.0,10680,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,756,Unf,0,1380,2136,GasA,TA,N,FuseA,2136,0,0,2136,0,0,2,0,4,1,TA,7,Mod,0,,Detchd,1951.0,Unf,2,528,137900
1225,60,RL,60.0,15384,Pave,IR1,Lvl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,64,788,GasA,Ex,Y,SBrkr,788,702,0,1490,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,388,184000
1226,80,RL,65.0,10482,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,63.0,TA,Gd,CBlock,TA,TA,Av,GLQ,507,Unf,0,81,588,GasA,Ex,Y,SBrkr,1138,0,0,1138,0,1,1,0,3,1,TA,6,Typ,0,,Attchd,1958.0,RFn,1,264,145000
1227,60,RL,86.0,14598,Pave,IR1,Lvl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,74.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,894,894,GasA,Ex,Y,SBrkr,894,1039,0,1933,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2007.0,Fin,3,668,214000
1228,20,RL,72.0,8872,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,300.0,TA,TA,CBlock,TA,TA,No,ALQ,595,Unf,0,317,912,GasA,Ex,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,Gd,5,Typ,0,,Detchd,1992.0,Unf,2,576,147000
1229,120,RL,65.0,8769,Pave,Reg,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,1540,Unf,0,162,1702,GasA,Ex,Y,SBrkr,1702,0,0,1702,1,0,1,1,1,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3,1052,367294
1230,80,RL,70.0,7910,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,0.0,TA,TA,CBlock,TA,TA,No,ALQ,666,Unf,0,409,1075,GasA,Gd,Y,SBrkr,1507,0,0,1507,0,0,2,0,4,1,TA,7,Maj1,0,,Basment,1960.0,Unf,1,404,127000
1231,90,RL,,18890,Pave,IR1,Lvl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,498,Rec,211,652,1361,GasA,Ex,Y,SBrkr,1361,1259,0,2620,0,0,2,2,4,2,TA,12,Typ,1,TA,BuiltIn,1977.0,RFn,2,600,190000
1232,90,RL,70.0,7728,Pave,Reg,Lvl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803,Unf,0,303,1106,GasA,TA,Y,SBrkr,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1962.0,Unf,2,540,132500
1233,90,RL,70.0,9842,Pave,Reg,Lvl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,0.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,TA,Y,SBrkr,1224,0,0,1224,0,0,2,0,2,2,TA,6,Typ,0,,CarPort,1962.0,Unf,2,462,101800
1234,20,RL,,12160,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,180.0,TA,TA,CBlock,TA,TA,No,Rec,1000,Unf,0,188,1188,GasA,Fa,Y,SBrkr,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,2,531,142000
1235,70,RH,55.0,8525,Pave,Reg,Bnk,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,0.0,TA,TA,PConc,TA,TA,Av,Unf,0,Unf,0,940,940,GasA,TA,N,FuseA,1024,940,0,1964,0,0,1,1,4,1,TA,7,Typ,0,,,,,0,0,130000
1236,70,RL,96.0,13132,Pave,Reg,Lvl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0,Unf,0,747,747,GasA,Gd,Y,FuseF,892,892,0,1784,0,0,1,1,4,1,TA,9,Typ,0,,Detchd,1914.0,Unf,1,180,138887
1237,160,RL,36.0,2628,Pave,Reg,Lvl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,764,764,GasA,Ex,Y,SBrkr,764,862,0,1626,0,0,2,1,2,1,Gd,6,Typ,0,,BuiltIn,2003.0,RFn,2,474,175500
1238,60,RL,41.0,12393,Pave,IR2,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,1101,0,1948,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2,434,195000
1239,20,RL,63.0,13072,Pave,Reg,Lvl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1141,1141,GasA,Ex,Y,SBrkr,1141,0,0,1141,0,0,1,1,3,1,TA,6,Typ,0,,Detchd,2005.0,Unf,2,484,142500
1240,20,RL,64.0,9037,Pave,IR1,HLS,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,428,Unf,0,1048,1476,GasA,Ex,Y,SBrkr,1484,0,0,1484,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2006.0,RFn,2,472,265900
1241,60,RL,65.0,8158,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,550,Unf,0,334,884,GasA,Ex,Y,SBrkr,884,884,0,1768,1,0,2,1,3,1,Gd,8,Typ,0,,Attchd,2003.0,RFn,2,543,224900
1242,20,RL,83.0,9849,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1689,1689,GasA,Ex,Y,SBrkr,1689,0,0,1689,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,RFn,3,954,248328
1243,85,RL,85.0,10625,Pave,Reg,Lvl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,885,LwQ,168,0,1053,GasA,TA,Y,SBrkr,1173,0,0,1173,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1974.0,RFn,2,528,170000
1244,20,RL,107.0,13891,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,,Ex,TA,PConc,Ex,Gd,Gd,GLQ,1386,Unf,0,690,2076,GasA,Ex,Y,SBrkr,2076,0,0,2076,1,0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3,850,465000
1245,70,RL,,11435,Pave,IR1,HLS,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,792,792,GasA,Fa,Y,SBrkr,792,725,0,1517,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Detchd,1931.0,Unf,2,400,230000
1246,80,RL,78.0,12090,Pave,Reg,Lvl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,74.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,585,585,GasA,Ex,Y,SBrkr,1140,728,0,1868,0,0,3,1,3,1,TA,7,Typ,1,TA,BuiltIn,1984.0,Fin,2,477,178000
1247,60,FV,65.0,8125,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,756,756,GasA,Ex,Y,SBrkr,756,797,0,1553,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2005.0,RFn,2,615,186500
1248,80,RL,,12328,Pave,IR1,Lvl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,539,Unf,0,473,1012,GasA,TA,Y,SBrkr,1034,0,0,1034,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1976.0,Unf,3,888,169900
1249,75,RM,60.0,9600,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,319,Unf,0,416,735,OthW,Fa,N,SBrkr,1134,924,0,2058,0,0,1,1,3,1,TA,8,Typ,1,Gd,Detchd,1950.0,Unf,2,396,129500
1250,20,RL,60.0,7200,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,0.0,TA,TA,CBlock,TA,TA,No,BLQ,534,Rec,96,246,876,GasA,TA,Y,SBrkr,988,0,0,988,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1950.0,Unf,1,276,119000
1251,20,RL,93.0,11160,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,1065,Unf,0,1045,2110,GasA,Ex,Y,SBrkr,2110,0,0,2110,1,0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,1968.0,Fin,2,522,244000
1252,120,RL,,3136,Pave,IR1,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1405,1405,GasA,Ex,Y,SBrkr,1405,0,0,1405,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2003.0,RFn,2,478,171750
1253,20,RL,62.0,9858,Pave,Reg,Lvl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,0.0,TA,TA,CBlock,TA,TA,No,BLQ,510,Unf,0,354,864,GasA,TA,Y,SBrkr,874,0,0,874,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1968.0,RFn,1,288,130000
1254,60,RL,,17542,Pave,IR1,Lvl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125,ALQ,1031,36,1192,GasA,TA,Y,SBrkr,1516,651,0,2167,1,0,2,1,3,1,Gd,9,Typ,2,Gd,Attchd,1974.0,RFn,2,518,294000
1255,60,RL,60.0,6931,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,746,746,GasA,Ex,Y,SBrkr,760,896,0,1656,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2,397,165400
1256,50,RM,52.0,6240,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,425,Unf,0,459,884,GasA,TA,Y,FuseA,959,408,0,1367,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1978.0,Unf,1,560,127500
1257,20,RL,91.0,14303,Pave,IR1,Lvl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314,Unf,0,672,1986,GasA,Ex,Y,SBrkr,1987,0,0,1987,1,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2,691,301500
1258,30,RL,56.0,4060,Pave,Reg,Lvl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,0.0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,864,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,,,,,0,0,99900
1259,80,RL,59.0,9587,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655,Unf,0,201,856,GasA,Ex,Y,SBrkr,1166,0,0,1166,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2005.0,Fin,2,400,190000
1260,20,RL,65.0,9750,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,602,LwQ,438,14,1054,GasA,Gd,Y,SBrkr,1054,0,0,1054,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1969.0,Unf,2,460,151000
1261,60,RL,,24682,Pave,IR3,Lvl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,841,841,GasA,Ex,Y,SBrkr,892,783,0,1675,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1999.0,Fin,2,502,181000
1262,20,RL,80.0,9600,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,0.0,TA,TA,CBlock,TA,TA,No,Rec,504,Unf,0,546,1050,GasA,Gd,Y,SBrkr,1050,0,0,1050,0,0,1,0,2,1,TA,5,Typ,0,,Attchd,1956.0,Unf,1,338,128900
1263,50,RL,,11250,Pave,Reg,Lvl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,1104,1104,GasA,Ex,Y,FuseA,1104,684,0,1788,1,0,1,0,5,1,TA,8,Min2,2,TA,Attchd,1957.0,Unf,1,304,161500
1264,70,RL,60.0,13515,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,764,764,GasA,Ex,Y,FuseA,1060,764,0,1824,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1940.0,Unf,2,520,180500
1265,120,RH,34.0,4060,Pave,Reg,Lvl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266,Unf,0,1139,1405,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,1998.0,Fin,2,511,181000
1266,160,FV,35.0,3735,Pave,Reg,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,0,241,691,GasA,Ex,Y,SBrkr,713,739,0,1452,1,0,2,1,3,1,Gd,6,Typ,0,,Detchd,1999.0,Unf,2,506,183900
1267,190,RM,60.0,10120,Pave,IR1,Bnk,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,925,925,GasA,TA,N,FuseF,964,925,0,1889,0,0,1,1,4,2,TA,9,Typ,1,Gd,Detchd,1960.0,Unf,1,308,122000
1268,20,RL,89.0,13214,Pave,IR1,HLS,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2002,2002,GasA,Ex,Y,SBrkr,2018,0,0,2018,0,0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3,746,378500
1269,50,RL,,14100,Pave,IR1,Lvl,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192,Unf,0,536,728,GasA,Ex,Y,SBrkr,1968,1479,0,3447,0,0,3,1,4,1,Gd,11,Typ,2,Gd,BuiltIn,1982.0,Unf,3,1014,381000
1270,50,RL,78.0,11344,Pave,Reg,Lvl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,180.0,TA,TA,CBlock,TA,TA,No,BLQ,460,Unf,0,414,874,GasW,TA,Y,FuseA,874,650,0,1524,0,0,1,1,3,1,TA,7,Typ,0,,Attchd,1958.0,Unf,1,315,144000
1271,40,RL,,23595,Pave,Reg,Low,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258,Unf,0,74,1332,GasA,TA,Y,SBrkr,1332,192,0,1524,2,0,0,1,0,1,Gd,4,Typ,1,TA,Attchd,1979.0,Fin,2,586,260000
1272,20,RL,,9156,Pave,IR1,Lvl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1489,1489,GasA,Gd,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1968.0,RFn,2,462,185750
1273,20,RL,,13526,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560,LwQ,375,0,935,GasA,TA,Y,SBrkr,935,0,0,935,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1965.0,Unf,1,288,137000
1274,80,RL,124.0,11512,Pave,IR1,Lvl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,0,300,1019,GasA,Gd,Y,SBrkr,1357,0,0,1357,1,0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,1959.0,RFn,1,312,177000
1275,50,RL,53.0,5362,Pave,Reg,Lvl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,661,661,GasA,Ex,Y,SBrkr,661,589,0,1250,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1985.0,Unf,2,552,139000
1276,90,RL,95.0,11345,Pave,Reg,Lvl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,567.0,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,0,708,928,GasA,Gd,Y,FuseA,928,992,0,1920,0,0,2,0,4,2,TA,10,Typ,0,,Detchd,1948.0,Unf,2,400,137000
1277,60,RL,,12936,Pave,IR1,Lvl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593,Unf,0,130,723,GasA,TA,Y,SBrkr,735,660,0,1395,0,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,1972.0,Unf,2,497,162000
1278,80,RL,,17871,Pave,IR1,Lvl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,0,1152,1680,GasA,Fa,Y,SBrkr,1724,0,0,1724,1,0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,RFn,2,480,197900
